SeniorCitizen,Partner,Dependents,tenure,MultipleLines,InternetService,OnlineSecurity,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,customerID,Churn_Prob,VaR,CLV,Segment,Strategy,Action,Timing
0,Yes,Yes,59,No,DSL,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.95,0604-THJFP,0.025720018539498596,1.9534354080749183,4481.05,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,54,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,2228-BZDEE,0.009271025042043107,0.18634760334506648,1085.4,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,2839-RFSQE,0.25293231787648685,5.223052364149453,41.3,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,No,71,Yes,Fiber optic,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.15,5360-LJCNJ,0.1065964318034279,11.208614804130445,7465.650000000001,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.15,8277-RVRSV,0.02794945716934562,0.6749793906396967,796.9499999999999,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,7,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,3530-CRZSB,0.11866291877696518,2.4503892727443306,144.54999999999998,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,72,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.2,0336-KXKFK,0.028306042029382517,1.73232977219821,4406.400000000001,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,9,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,5396-IZEPB,0.12057416860830254,2.37531112158356,177.29999999999998,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,37,No phone service,DSL,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,40.2,6967-PEJLL,0.05860208910334295,2.3558039819543866,1487.4,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,30,No phone service,DSL,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),51.2,2091-MJTFX,0.17286716176918934,8.850798682582495,1536.0,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,9,No,DSL,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.25,0701-TJSEF,0.21149940493218194,14.434834386621418,614.25,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.55,5743-KHMNA,0.011098481721805652,0.28356620799213444,1814.05,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,70,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.2,0613-WUXUM,0.008275941008930471,0.15889806737146503,1344.0,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,4,Yes,DSL,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.4,3137-LUPIX,0.3614750038750245,23.27899024955158,257.6,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,48,Yes,Fiber optic,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),103.25,4800-CZMPC,0.16275292438833797,16.804239443095895,4956.0,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,4,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,5144-PQCDZ,0.14856091256551268,2.963790205681978,79.8,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
1,Yes,No,38,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,9286-DOJGF,0.3742092714709432,28.046984896747194,2848.1,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.5,6258-NGCNG,0.15963383820960597,3.7513951979257403,164.5,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,55,No,DSL,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),55.25,1335-MXCSE,0.015824303999486065,0.874292795971605,3038.75,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,49,No,DSL,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,6322-HRPFA,0.04905166919942562,2.923479484285767,2920.4,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
1,Yes,No,62,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6646-QVXLR,0.3379081068242974,35.05796608302086,6432.5,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
1,Yes,No,48,No,DSL,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),58.95,6941-KXRRV,0.0742064741467145,4.37447165094882,2829.6000000000004,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.75,2465-BLLEU,0.3053718420992678,6.0310938814605395,19.75,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,66,Yes,DSL,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.3,1525-LNLOJ,0.03165372974855196,2.003681093083339,4177.8,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,29,Yes,DSL,No,No,No,No,No,One year,Yes,Electronic check,55.25,6303-KFWSL,0.13926575561790563,7.694432997889287,1602.25,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,No,61,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,62.15,1194-BHJYC,0.030258532467313692,1.880567792843546,3791.15,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,5049-GLYVG,0.25293231787648685,5.21040574825563,20.6,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,11,No,DSL,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.2,1685-VAYJF,0.24292870736141065,10.980377572735762,497.20000000000005,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,No,44,No,DSL,Yes,Yes,No,No,No,One year,Yes,Mailed check,61.5,2348-KCJLT,0.04720536351572176,2.903129856216888,2706.0,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,No,48,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,6425-JWTDV,0.00890232526487562,0.1713697613488557,924.0,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,67,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.2,3022-BEXHZ,0.06724518193439202,7.477664231104393,7450.400000000001,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,71,Yes,Fiber optic,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),97.65,0670-ANMUU,0.09069067113861048,8.855944036685313,6933.150000000001,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,53,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,6349-JDHQP,0.009455261203791025,0.18768693489525187,1052.0500000000002,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,Yes,49,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.2,0961-ZWLVI,0.1683168388678112,18.380198804364984,5350.8,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,No,64,Yes,DSL,No,No,Yes,No,Yes,One year,Yes,Mailed check,70.15,9289-LBQVU,0.07119389606409182,4.994251808896042,4489.6,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,No,59,Yes,DSL,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,80.1,4759-PXTAN,0.13952184584661323,11.175699852313718,4725.9,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,No,70,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,6695-AMZUF,0.014959544048960261,1.2932525830326147,6051.5,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,No,48,No,DSL,No,Yes,No,No,Yes,One year,Yes,Electronic check,65.65,9114-AAFQH,0.10649930189356827,6.991679169312757,3151.2000000000003,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,34,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.1,1776-SPBWV,0.024458916446746595,0.4916242205796066,683.4000000000001,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
1,Yes,No,52,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.5,3692-JHONH,0.3379081068242974,35.98721337678767,5538.0,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,23,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.1,5982-PSMKW,0.03518154106718263,3.2050383912203375,2095.2999999999997,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,23,No phone service,DSL,Yes,No,Yes,No,No,Two year,No,Mailed check,34.6,3298-QEICA,0.016627748666014915,0.575320103844116,795.8000000000001,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,1,No,DSL,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,8757-TFHHJ,0.419794980497577,20.905790028779336,49.8,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,9,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.85,5022-JNQEQ,0.44876972094981965,34.03918333404382,682.65,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,56,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,2418-TPEUN,0.009546273723145409,0.18901621971827912,1108.8,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,Yes,25,No phone service,DSL,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),35.05,0191-EQUUH,0.01680772843303601,0.5891108815779121,876.2499999999999,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,25,No,DSL,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,54.3,3099-OONVS,0.09623737902661661,5.2256896811452815,1357.5,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,72,No,Fiber optic,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,1090-ESELR,0.02627894868943174,2.7724290867350487,7596.0,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,43,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.25,2208-NKVVH,0.01156152782088132,0.280367049656372,1042.75,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,11,No,DSL,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.0,9496-IVVRP,0.14082358221397134,7.182002692912539,561.0,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,57,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,5016-LIPDW,0.01722172979510303,0.33410155802499875,1105.8,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,23,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,8204-TIFGJ,0.0923382577494857,1.8744666323145598,466.90000000000003,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,7684-XSZIY,0.008722626242091058,0.21195981768281272,1749.6000000000001,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,44,Yes,DSL,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,0440-QEXBZ,0.21157546959279014,10.610509800078425,2206.6,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,6285-FTQBF,0.009204872344835708,0.23518448841055234,1839.6000000000001,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,56,No phone service,DSL,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),45.05,0019-GFNTW,0.014424513875272393,0.6498243500810212,2522.7999999999997,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
1,Yes,Yes,34,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,8988-ECPJR,0.3273698819134262,26.058642600308723,2706.3999999999996,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,69,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.6,9397-TZSHA,0.011702670776008011,0.2878857010897971,1697.4,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,10,No,Fiber optic,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.9,3587-PMCOY,0.39024291178577625,38.59502397561327,989.0,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,39,No phone service,DSL,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),41.15,8292-FRFZQ,0.04004209319917083,1.6477321351458798,1604.85,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.85,1775-KWJKQ,0.017049761166663614,1.5319210408247257,6469.2,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
0,No,No,48,No phone service,DSL,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.8,6137-MFAJN,0.2350242594414786,10.52908682297824,2150.3999999999996,Low-Risk/Stable,Maintenance,Enroll in Anniversary Rewards,Quarterly
